SIREN;NIC
120020011;2112
120020011;2146
120020011;2146
120020011;2153
120020011;2153
120020011;2161
120020011;2161
120020011;2179
120020011;2179
120020011;2187
120020011;2187
120020011;2195
120020011;2195
120020011;2203
120020011;2203
120020011;2211
120020011;2211
120020011;2237
120020011;2237
120020011;2245
120020011;2252
120020011;2252
120020011;2286
120020011;2286
120020011;2302
120020011;2302
120020011;2310
120020011;2310
120020011;2328
120020011;2328
120020011;2351
120020011;2351
120020011;2369
120020011;2369
120020011;2377
120020011;2377
120020011;2393
120020011;2393
120020011;2419
120020011;2419
120020011;2427
120020011;2427
120020011;2435
120020011;2435
120020011;2443
120020011;2443
120020011;2468
120020011;2468
120020011;2484
120020011;2484
120020011;2492
120020011;2492
120020011;2500
120020011;2500
120020011;2518
120020011;2518
120020011;2526
120020011;2526
120020011;2534
120020011;2534
120020011;2542
120020011;2542
120020011;2559
120020011;2559
120020011;2567
120020011;2567
120020011;2575
120020011;2575
120020011;2583
120020011;2583
120020011;2609
120020011;2609
120020011;2617
120020011;2617
120020011;2625
120020011;2625
120020011;2633
120020011;2633
120020011;2641
120020011;2641
120020011;2658
120020011;2658
120020011;2666
120020011;2666
120020011;2674
120020011;2674
120020011;2682
120020011;2682
120020011;2690
120020011;2690
120020011;2708
120020011;2708
120020011;2716
120020011;2716
120020011;2724
120020011;2724
120020011;2732
120020011;2732
120020011;2740
120020011;2740
120020011;2757
120020011;2757
120020011;2765
120020011;2765
120020011;2773
120020011;2773
120020011;2781
120020011;2781
120020011;2799
120020011;2799
120020011;2807
120020011;2807
120020011;2815
120020011;2815
120020011;2823
120020011;2823
120020011;2831
120020011;2831
120020011;2849
120020011;2849
120020011;2856
120020011;2856
120020011;2864
120020011;2864
120020011;2872
120020011;2872
120020011;2880
120020011;2880
120020011;2898
190600049;18
190600049;18
200040392;17
200040392;17
200040392;33
200040392;33
200040392;41
200040392;58
200040392;58
200040392;116
200040392;116
200040392;124
200040392;124
200040392;132
200040392;140
200040392;157
200044741;11
200064863;18
200064863;18
200070357;13
200070357;13
200070357;21
200070357;21
200078111;81
200081768;18
200082204;13
200082204;13
200082204;21
200082204;21
200082204;39
200082204;39
200082204;47
200082204;47
200082204;54
200082204;54
200082204;62
200082204;62
200082204;70
200082204;70
200084903;18
200084903;18
200084903;26
200084903;26
200084903;34
200084903;34
200084903;42
200084903;42
200084903;59
200084903;59
200084903;67
200084903;67
200084903;75
200084903;75
200084903;83
200084903;83
200084903;91
200084903;91
200084903;109
200084903;125
200084903;133
200084903;141
200084903;158
200084903;166
200084903;174
200084903;182
200084903;190
200084986;13
200084994;17
200084994;25
200084994;33
200084994;41
200084994;58
200084994;66
200084994;74
200084994;82
200084994;90
200084994;108
200084994;116
200084994;124
200085009;13
200085009;21
200085009;39
200085009;47
200085017;16
200085017;24
200085025;19
200085025;27
200085025;35
200085025;43
200085025;50
200085025;68
200085025;76
211703475;155
212503189;12
212503189;12
212503189;20
212503189;20
212503189;61
212503189;61
212503189;79
212503189;79
212503189;87
212503189;87
212503189;95
212503189;95
212503189;129
212503189;129
213103864;12
213103864;12
213103864;20
213503253;14
213503253;14
213503253;22
213503253;22
214000093;10
214000093;10
214000093;36
214000093;36
214003022;16
214003022;16
214003022;24
214003022;24
214702417;12
214702417;12
214702417;20
214702417;20
214702417;38
214702417;38
214702417;46
214702417;46
214702417;53
215002056;12
215301060;12
215301060;12
215301060;20
215301060;20
215301060;38
215301060;46
215301060;46
221700016;1181
221700016;1199
241927201;103
247700057;18
247700057;18
247700057;26
247700057;26
247700057;42
247700057;42
247700057;83
251402715;30
254900582;27
254900582;35
261700603;44
263504607;15
263504607;15
263703647;10
264601857;16
264701129;19
265004937;16
292400207;18
292400207;18
292400447;10
292400447;10
292401098;10
292401098;10
293101523;18
293101523;18
296401961;10
296401961;10
296402399;12
296402399;12
296604002;18
298004839;15
298004839;15
300021136;27
300903077;59
301072880;109
301072880;117
301160750;685
301160750;768
301453122;22
302078332;38
302078332;46
302136056;82
302136056;82
302136056;108
302136056;108
302237128;95
302237128;95
302457262;20
302457262;38
302861331;15
302861331;15
303415798;55
303485585;77
303485585;77
303599518;30
303630297;73
303744791;37
303762231;31
303789200;19
303789200;19
304497852;3459
304850175;23
304850175;23
304850175;72
304850175;80
304850175;80
306044876;28
306044876;28
306067463;43
306067463;68
306156449;28
306172057;29
306209149;21
306209149;21
306239989;24
306319138;62
306357096;16
306844622;622
306844622;630
306915679;63
306915679;63
307166934;132
307166934;132
307301291;18
307301291;18
307524728;10
307524728;10
307612374;24
308174523;81
308174523;81
308174523;156
308174523;156
308174523;198
308174523;198
308174523;222
308174523;222
308174523;297
308174523;297
308174523;305
308174523;305
308174523;313
308174523;313
308174523;321
308174523;321
308174523;339
308174523;339
308174523;347
308174523;347
308174523;354
308174523;354
308174523;362
308174523;362
308174523;370
308174523;370
308174523;388
308174523;388
308174523;396
308174523;396
308174523;404
308174523;404
308174523;412
308174523;412
308174523;420
308174523;420
308795558;11
308795558;11
308913094;22
308913094;30
308965961;45
309084572;36
309277986;27
309277986;27
309520385;19
309623569;22
309623569;30
309763092;33
309823870;30
309950855;77
309950855;77
309950855;119
309950855;119
309950855;127
309950855;127
309950855;135
309950855;135
310070255;24
310070255;24
310467337;21
310598644;30
310598644;48
310743042;15
310743042;23
310743042;23
310914569;28
310914569;28
310914569;51
310914569;51
310914569;69
310914569;69
310914569;85
310914569;85
310914569;93
310914569;93
310914569;101
310914569;101
310914569;119
310914569;119
310914569;127
310914569;127
310914569;135
310971882;17
311016638;59
311111207;16
311111207;16
311242937;10
311242937;10
311586432;16
311586432;16
311821920;49
311821920;49
311821920;56
311821920;56
311880587;51
311880587;69
312050701;19
312050701;27
312326275;38
312326275;38
312326275;79
312326275;79
312326275;137
312326275;137
312326275;178
312326275;178
312326275;202
312326275;202
312326275;236
312326275;236
312326275;251
312326275;251
312326275;269
312326275;269
312326275;285
312326275;285
312326275;319
312326275;319
312326275;327
312326275;327
312326275;335
312326275;335
312326275;343
312326275;343
312326275;368
312326275;368
312326275;376
312326275;376
312326275;392
312326275;392
312326275;400
312326275;400
312326275;418
312326275;418
312326275;434
312326275;434
312326275;442
312326275;442
312326275;459
312326275;459
312326275;475
312326275;475
312326275;483
312326275;483
312326275;491
312326275;491
312326275;509
312326275;509
312326275;517
312326275;517
312326275;525
312326275;525
312326275;541
312326275;541
312326275;558
312326275;558
312326275;566
312326275;566
312326275;574
312326275;574
312326275;582
312326275;582
312326275;590
312326275;590
312326275;608
312326275;608
312326275;616
312326275;616
312326275;624
312326275;624
312326275;632
312326275;632
312326275;640
312326275;640
312326275;657
312326275;657
312326275;665
312326275;665
312326275;673
312326275;673
312326275;681
312326275;681
312326275;699
312326275;699
312326275;723
312326275;723
312326275;731
312326275;731
312326275;749
312326275;749
312326275;756
312326275;756
312326275;764
312326275;764
312326275;772
312326275;772
312326275;780
312326275;780
312326275;798
312326275;798
312326275;806
312326275;806
312326275;814
312326275;814
312326275;822
312326275;822
312326275;830
312326275;830
312326275;848
312326275;848
312326275;855
312326275;855
312326275;863
312326275;863
312326275;871
312326275;871
312326275;889
312326275;889
312326275;897
312326275;897
312326978;458
312668601;130
312668601;130
312668601;171
312668601;171
312668601;239
312668601;239
312668601;254
312668601;254
312668601;262
312668601;262
312668601;338
312668601;338
312668601;346
312668601;346
312668601;353
312668601;353
312668601;361
312668601;361
312668601;379
312668601;379
312668601;387
312668601;387
312668601;395
312668601;395
312668601;403
312668601;403
312668601;429
312668601;429
312668601;445
312668601;445
312668601;452
312668601;452
312668601;478
312668601;478
312668601;486
312668601;486
312668601;494
312668601;494
312668601;502
312668601;502
312668601;510
312668601;510
312693955;55
312693955;55
312707839;1699
312815251;37
312815251;37
312815251;45
312878747;20
312878747;20
313052425;29
313052425;29
313256067;72
313851156;23
313851156;23
313851156;31
313851156;31
313938540;41
314092636;21
314092636;21
314259557;44
314259557;44
314259557;51
314259557;51
314259557;69
314503996;14
314503996;14
314503996;22
314503996;22
314503996;30
314503996;30
314503996;48
314503996;48
314503996;63
314503996;63
314503996;71
314503996;71
314503996;89
314503996;89
314503996;97
314503996;97
314503996;105
314503996;105
314503996;139
314503996;139
314503996;147
314503996;147
314503996;154
314503996;154
314503996;170
314503996;170
314503996;188
314503996;188
314503996;196
314503996;196
314503996;204
314503996;204
314503996;212
314503996;212
314503996;220
314503996;220
314503996;238
314503996;238
314503996;246
314503996;246
314503996;253
314503996;253
314503996;261
314503996;261
314503996;279
314503996;279
314503996;287
314503996;287
314503996;295
314503996;295
314503996;303
314503996;303
314503996;311
314503996;311
314503996;329
314503996;329
314503996;345
314503996;345
314529009;24
314529009;24
314529009;65
314529009;65
314529009;73
314529009;73
314529009;81
314529009;81
314529009;99
314529009;99
314529009;107
314569963;31
314569963;31
314569963;148
314585753;10
314585753;10
314772146;36
314772146;36
315099127;13
315202564;219
315202564;219
315389502;16
315389502;16
315497818;49
316041086;34
316041086;34
316293562;13
316293562;13
316357839;42
316391663;28
316559483;11
316559483;11
316559483;29
316645332;40
316645332;57
316663079;28
316663079;28
316663079;36
316663079;44
316804053;31
316804053;31
316804053;49
316804053;56
316804053;56
316844075;10
316844075;10
316844265;25
316844265;25
316860394;22
317012664;31
317037380;19
317037380;19
317171890;21
317313021;48
317397925;23
317397925;31
317481315;16
317535433;13
317686061;4839
317841427;63
317841427;63
317906915;51
318083110;359
318083110;359
318083110;6083
318117462;32
318117462;40
318186152;19
318186152;19
318186152;35
318340916;36
318765138;90
318765138;108
318814977;35
318827003;43
318827003;43
318827003;76
318827003;76
318827003;84
318827003;84
318827003;92
318827003;92
318827003;118
318827003;118
318827003;126
318827003;126
318827003;134
318827003;134
318827003;142
318827003;142
318827003;159
318827003;159
318827003;167
318827003;167
318827003;175
318827003;175
318827003;183
318827003;183
318827003;191
318827003;191
318827003;209
318827003;209
318827003;217
318827003;217
318827003;225
318827003;225
318827003;258
318827003;258
318827003;266
318827003;266
318827003;274
318827003;274
318827003;282
318827003;282
318827003;290
318827003;290
318827003;308
318827003;308
318827003;316
318827003;316
318827003;324
318827003;324
318827003;332
318827003;332
318827003;340
318827003;340
318827003;357
318827003;357
318827003;365
318827003;365
318827003;373
318827003;373
318827003;381
318827003;381
318827003;399
318827003;399
318827003;407
318827003;407
318827003;415
318827003;415
318827003;423
318827003;423
318827003;431
318827003;431
318827003;449
318827003;449
318827003;456
318827003;456
318827003;464
318868445;12
318980604;25
319178562;33
319178562;33
319178562;41
319202875;21
319202875;21
319286134;48
319286134;48
319286134;71
319286134;89
319364337;18
319364337;18
319364337;26
319364337;26
319547956;31
319547956;49
319748190;34
319748190;34
319748851;15
319752119;10
319752119;28
320065428;49
320466741;32
320466741;65
320466741;65
320507361;48
320514110;16
320514110;16
320636103;22
320636103;30
320661010;27
320661010;27
320661010;126
320661010;159
320661010;159
320661010;175
320661010;175
320661010;183
320661010;183
320661010;217
320661010;217
320661010;225
320661010;225
320661010;233
320661010;233
320661010;241
320661010;241
320661010;258
320661010;258
320662612;86
320914773;17
320914773;25
320916117;64
320932221;49
320932221;49
321035347;79
321176240;34
321176240;34
321500464;29
321500464;29
321529216;20
321550329;23
321550329;23
321854119;54
321854119;54
321875205;2474
321875205;2474
321882615;57
321882615;57
321939803;11
321992976;43
321992976;43
322007097;15
322007097;15
322007097;23
322007097;23
322056680;34
322346396;29
322346396;29
322346396;37
322346396;37
322346396;52
322346396;52
322367996;20
322367996;61
322367996;61
322368754;30
322548215;35
322864729;15
322864729;23
323083626;24
323083626;32
323140392;16
323140392;16
323140392;24
323140392;40
323140392;40
323442376;22
323592295;14
323592295;30
323592295;30
323592295;48
323592295;48
323592295;55
323649525;702
323818609;30
323868273;26
323893040;44
324005826;23
324206333;27
324206333;27
324428705;28
324539055;24
324539055;32
324697374;19
324697374;35
324889062;42
324889062;59
324889062;59
325050045;39
325050045;47
325080885;24
325080885;32
325080885;32
325080885;40
325150217;108
325266807;16
325266807;24
325266807;32
325266807;32
325266807;40
325266807;40
325266807;57
325266807;57
325302511;36
325345957;14
325345957;14
325347235;13
325559219;10
325559219;10
325559219;36
325947083;11
325992980;53
325992980;53
326019775;1326
326034709;13
326034709;21
326034709;39
326034709;47
326313756;65
326546371;54
326863404;33
326863404;33
326967759;27
326967759;27
326967759;35
327087102;15
327157376;51
327180386;44
327180386;51
327266037;32
327267118;21
327421095;32
327421095;32
327465746;11
327465746;45
327611406;1146
327663761;44
327714226;62
327833323;14
327833323;14
328094354;11
328112677;21
328112677;47
328139837;186
328139837;269
328157433;41
328400445;32
328400445;32
328407135;16
328407135;16
328501242;23
328501242;23
328537972;15
328566351;24
328566351;24
328612106;18
328612106;18
328825161;24
328825161;24
328825161;32
328841804;60
328841804;60
328907373;18
328907373;26
328974464;13
328980420;82
328980420;82
328999610;20
328999610;20
328999610;38
328999610;38
328999610;46
328999610;46
329019137;44
329028468;18
329103329;28
329210454;24
329210454;24
329438154;18
329438154;18
329438154;26
329438154;26
329438154;34
329440440;17
329440440;25
329539118;29
329583637;15
329583637;15
329686471;23
329686471;23
329750582;28
329823843;27
329823843;27
329896682;13
329927263;23
329927263;49
330267691;2746
330334129;39
330334129;39
330334129;54
330723818;36
330851312;18
330851312;18
330851312;26
330851312;26
330941154;131
330941154;131
330941154;149
330941154;149
330955675;21
330955675;21
330955675;54
330955675;62
330984154;55
330984154;63
331042747;39
331141267;38
331212134;18
331212134;26
331212134;26
331212134;34
331212134;34
331261123;29
331261123;29
331399691;53
331399691;61
331403774;28
331403774;36
331403774;36
331788778;32
331788778;32
331788778;57
331788778;57
331906974;67
331922823;41
332052406;29
332063098;39
332129204;84
332129204;84
332330612;59
332342260;20
332528660;35
332561547;81
332564954;961
332564954;961
332575950;16
332583129;41
332689645;15
332689645;15
332693886;50
332755511;26
332778364;56
332778364;64
332822527;13
332890912;48
332890912;48
332947738;123
332976505;21
333016186;12
333018885;17
333113546;68
333170181;15
333170181;23
333203727;16
333404515;12
333404515;20
333749869;124
333749869;124
333749869;132
333749869;132
333749869;140
333749869;140
333818714;29
333818714;37
333848653;49
333848653;56
333880714;14
333880714;14
333880714;22
333880714;22
333880714;30
333880714;30
333938108;29
333938108;29
333951481;14
334027851;24
334027851;24
334050812;34
334112745;24
334112745;24
334178712;41
334303823;51
334303823;51
334303823;85
334303823;85
334407947;12
334571338;14
334571338;14
334597473;27
334609294;23
334609294;23
334676863;23
334819216;22
334819216;30
334842887;13
334853710;47
335034476;275
335034476;275
335198321;51
335198321;51
336280623;107
336280623;107
337569255;90
337569255;90
337629513;66
337707822;25
337707822;25
337780076;10
337780076;10
337886329;16
337886329;16
337905798;35
337928907;27
337928907;43
337928907;43
337961577;18
338073661;39
338073661;47
338073661;47
338269400;10
338269400;10
338384647;16
338384647;16
338419294;16
338419294;16
338433642;26
338433642;26
338433642;34
338437148;12
338521065;23
338604333;74
338604333;74
338604333;90
338604333;90
338604333;132
338604333;132
338612583;25
338657141;747
338657141;747
338657141;887
338657141;1687
338657141;1687
338657141;1968
338716434;75
338716434;83
338796808;40
338829062;37
338966575;72
339055758;25
339166969;24
339193062;25
339367831;49
339367831;49
339636979;33
339839607;35
339839607;35
339915738;35
340013218;110
340013218;110
340018852;1572
340018852;1572
340018852;2356
340018852;2356
340018852;3602
340018852;3602
340045517;42
340045517;42
340045517;59
340045517;59
340045517;67
340045517;67
340045517;75
340045517;75
340052406;30
340098003;23
340098003;23
340140029;34
340140029;34
340384593;18
340384593;26
340393065;156
340393065;289
340429380;66
340429380;74
340592443;22
340672641;32
340672815;16
340672815;16
340672815;32
340672815;32
340835420;19
340883198;20
340883198;20
340971456;33
340971456;41
341056000;19
341056000;19
341056000;27
341056000;27
341056000;35
341171965;13
341171965;13
341318665;13
341318665;21
341352847;48
341352847;55
341404390;47
341433019;21
341433019;21
341433019;39
341507648;51
341728541;28
341747335;30
341747335;55
341747335;55
341794154;11
341794220;10
341863348;31
341863348;31
341863348;49
341863348;49
341877678;27
341950855;13
341959245;26
342182367;25
342182367;25
342329141;36
342403896;26
342418993;16
342418993;16
342418993;24
342418993;24
342418993;32
342418993;32
342418993;40
342418993;40
342418993;57
342418993;65
342418993;65
342418993;81
342418993;81
342418993;99
342496502;69
342496502;77
342498037;64
342498037;72
342811825;21
342828530;28
342828530;44
342828530;44
342828530;51
342867942;35
342867942;35
343080594;25
343080594;25
343080594;33
343080594;33
343088902;14
343088902;22
343122677;28
343122677;36
343147351;21
343147351;21
343162483;55
343167763;63
343167763;63
343206009;31
343263539;29
343309225;13
343309225;21
343436747;12
343436747;12
343436747;20
344012059;38
344012059;38
344028873;18
344059688;20
344085055;46
344141718;25
344230768;14
344230768;22
344323001;75
344323001;75
344340872;45
344476908;35
344476908;43
344476908;43
344585575;14
344585575;14
344585575;22
344585575;22
344585575;30
344585575;30
344585575;48
344585575;48
344585575;55
344585575;55
344585575;63
344585575;63
344585575;89
344585575;89
344585575;97
344585575;97
344585575;113
344585575;113
344585575;121
344585575;121
344585575;139
344585575;139
344585575;147
344585575;154
344585575;154
344585575;162
344585575;162
344585575;170
344660659;139
344708664;26
344753991;19
344753991;27
344893763;21
345130488;13390
345130488;16351
345130488;16534
345130488;18472
345192280;21
345192280;39
345192280;47
345192280;62
345192280;62
345359194;31
345389670;83
345389670;117
347418956;46
347418956;53
347418956;53
347458150;21
347458150;21
347526378;34
347545501;12
347592594;35
347592594;35
347593527;18
347619041;85
347619041;85
347707184;45
347942310;58
348032491;71
348032491;89
348196759;40
348204447;18
348204447;26
348211079;28
348211079;28
348224668;15
348224668;23
348224668;23
348224668;56
348224668;56
348224668;64
348224668;64
348224668;72
348224668;72
348224668;80
348323544;18
348360462;33
348360462;33
348480716;37
348492448;17
348593757;50
348593757;50
348607417;667
348607417;1038
348674169;571
349045203;40
349045203;57
349045203;57
349143032;28
349143032;28
349145656;14
349256859;27
349256859;27
349264887;10
349264887;10
349306977;19
349306977;27
349420422;41
349420422;41
349497081;35
349497081;35
349696542;68
349705046;10
349705046;10
349746909;28
349774869;11
349774869;11
349849471;41
349849471;41
349905414;18
349905414;18
349933465;24
349933465;24
349974931;1403
349974931;1403
349978122;27
349978122;27
350010625;27
350010625;27
350074985;36
350074985;36
350074985;51
350074985;51
350074985;85
350074985;85
350074985;93
350074985;93
350074985;127
350074985;127
350074985;135
350074985;135
350074985;143
350074985;168
350074985;168
350173894;139
350276432;19
350276432;19
350289278;37
350289278;37
350289278;45
350289278;45
350289278;52
350434320;23
350434320;23
350463030;14
350484432;33
350484432;33
350506861;29
350743449;34
350743449;34
350976221;27
350976221;27
351037817;19
351037817;19
351108766;53
351108766;53
351174081;15
351174081;31
351387691;22
351387691;22
351387691;30
351387691;30
351387691;48
351387691;48
351423454;13
351423454;13
351452057;42
351699822;67
351850151;25
351850151;25
351867155;19
351881206;46
352217582;50
352243661;43
352266449;11
352266449;11
352280366;27
352408231;20
352408231;20
352433171;35
352433171;35
352447387;31
352526834;10
352526834;10
352623029;19
352623029;35
352693568;11
352755607;46
352755607;46
352783369;23
352783369;23
352803217;38
352862346;108
352862346;108
352862346;207
352862346;207
352862346;595
352862346;595
352862346;744
352862346;744
352862346;777
352862346;777
352862346;876
352862346;876
352862346;926
352862346;926
352862346;942
352862346;942
352862346;959
352862346;959
352862346;967
352862346;967
352862346;991
352862346;991
352862346;1007
352862346;1007
352862346;1023
352862346;1023
352862346;1031
352862346;1031
352862346;1049
352862346;1049
352862346;1056
352862346;1056
352862346;1064
352862346;1064
352862346;1072
352873236;90
352873236;90
352948863;35
353205842;35
353205842;35
353218738;22
353218738;22
353262975;17
353262975;17
353272941;33
353272941;33
353272941;41
353272941;41
353278492;98
353278492;98
353278492;122
353278492;122
353278492;130
353278492;130
353278492;163
353278492;163
353278492;171
353278492;171
353278492;189
353278492;189
353278492;197
353278492;205
353278492;205
353278492;213
353408362;13
353421712;12
353578222;13
353650278;24
353650278;24
353680903;21
353680903;21
353747249;20
353751076;95
353751076;103
353853211;87
353853211;87
353865355;21
353884166;11
353919186;125
353919186;125
353929532;11
353929532;11
353934219;91
353934219;109
353958705;25
353958705;25
354037079;10
376750063;46
377496054;26
377888862;36
377905963;23
377995659;28
377995659;28
378022719;33
378022719;41
378027080;35
378027080;35
378058978;16
378058978;16
378125397;18
378132997;65
378146468;20
378348973;25
378348973;33
378363014;10
378363014;10
378516827;86
378660500;34
378660500;34
378660500;42
378660500;59
378660500;59
378660500;67
378660500;67
378660500;75
378696462;19
378742985;21
378872519;20
378872519;20
378872519;38
378872576;20
378872576;20
378920987;39
378938625;19
378938625;19
378989602;16
378989602;16
379264088;53
379320252;24
379320252;24
379420078;22
379438930;24
379583867;21
379583867;39
379645013;10
379645013;28
379681661;60
379777881;36
379777881;44
379841679;28
379841679;28
379924400;37
379924400;37
380016469;13
380016469;21
380040071;25
380052969;25
380052969;33
380129866;15749
380142398;11
380142398;29
380162792;10
380162792;10
380289462;34
380310060;385
380310060;393
380583229;22
380583229;22
380592170;27
380744870;52
380744870;60
380864967;19
380864967;27
380959502;28
380959502;36
380962449;19
380962449;19
381052653;31
381233642;44
381314715;24
381324615;16
381324615;16
381609312;57
381609312;57
381609312;65
381609312;65
381609312;73
381609916;14
381643741;14
381643741;22
381696830;37
381696830;37
381696830;86
381696830;86
381696830;94
381813054;65
381942051;57
382023620;34
382023620;34
382023620;75
382023620;75
382023620;208
382023620;208
382023620;224
382023620;224
382023620;240
382023620;240
382023620;281
382023620;281
382023620;299
382023620;299
382023620;307
382023620;307
382023620;323
382023620;323
382023620;422
382023620;422
382023620;448
382023620;448
382023620;455
382023620;455
382023620;463
382023620;463
382023620;471
382023620;471
382023620;489
382023620;489
382023620;497
382023620;497
382023620;513
382023620;513
382023620;547
382023620;547
382023620;570
382023620;570
382023620;588
382023620;588
382023620;596
382023620;596
382023620;604
382023620;604
382023620;612
382023620;612
382023620;620
382023620;620
382023620;638
382023620;638
382023620;646
382023620;646
382023620;653
382023620;653
382023620;661
382023620;661
382023620;679
382023620;679
382023620;687
382023620;687
382023620;695
382023620;695
382023620;703
382023620;703
382023620;711
382023620;729
382023620;729
382023620;737
382023620;737
382023620;745
382023620;745
382023620;752
382023620;752
382023620;778
382023620;778
382023620;786
382023620;786
382023620;802
382023620;802
382023620;810
382023620;810
382023620;828
382023620;828
382023620;836
382023620;836
382023620;851
382023620;851
382023620;869
382023620;869
382023620;877
382023620;877
382023620;885
382023620;885
382023620;893
382023620;893
382023620;901
382023620;901
382023620;919
382023620;919
382023620;927
382023620;927
382023620;935
382023620;935
382226363;10
382226363;28
382430536;39
382431435;17
382444826;61
382444826;61
382444826;95
382444826;103
382458214;22
382458214;22
382573137;17
382628808;59
382647790;23
382702132;53
382702132;53
382731867;42
382731867;42
382732402;21
382732402;21
382811461;39
382811461;47
382812048;74
382842474;35
382863009;25
382863009;25
382973428;16
382973428;16
382998540;19
382998540;19
382998540;35
382998540;35
382998540;92
382998540;92
382998540;118
382998540;118
382998540;159
382998540;159
382998540;167
382998540;167
382998540;175
382998540;175
382998540;183
383114311;46
383221942;55
383221942;63
383371838;12
383371838;12
383383148;20
383420403;24
383420403;24
383420403;32
383420403;32
383534799;51
383534799;69
383679685;24
383843778;10
383843778;10
383843778;28
383884459;17
383884459;25
383884459;25
383911161;16
383931078;59
384087227;52
384095287;31
384095287;56
384123956;11
384123956;11
384294864;28
384402871;907
384402871;907
384402871;1830
384402871;1830
384402871;2101
384402871;2101
384402871;2788
384402871;2788
384412037;10
384412037;28
384485066;29
384485066;29
384485066;37
384485066;37
384485066;52
384485066;52
384485066;60
384485066;60
384485066;78
384491916;19
384491916;27
384532479;35
384568473;19
384568473;19
384573242;37
384573242;60
384660460;21
